Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
696abed2fc8f46fc9a65e269,66e5e0262fb2c24edceb8e26,APPROVED,Not Applicable,2026-01-16T22:42:30.243000Z,2026-01-16T22:50:22.216000Z,2026-01-17T03:30:20.465000Z,2026-01-16T22:50:22.554254Z,472.0,CNYPV5QR,1247,36,Male,Other,Egypt,United States,United States,English,No,Full-Time
696abed8e4fb944b176312b6,6166c0eb123b6e8b34628249,APPROVED,Not Applicable,2026-01-16T22:44:35.241000Z,2026-01-16T22:55:07.344000Z,2026-01-17T03:30:20.716000Z,2026-01-16T22:55:07.679071Z,633.0,CNYPV5QR,7281,28,Female,Black,United States,United States,United States,English,Yes,Part-Time
696abf3b515624f34645dbe0,612bfe71a97242127201bc3b,APPROVED,Not Applicable,2026-01-16T22:44:18.155000Z,2026-01-16T22:53:54.218000Z,2026-01-17T03:30:20.970000Z,2026-01-16T22:53:54.568629Z,577.0,CNYPV5QR,5711,53,Female,White,United States,United States,United States,English,No,Full-Time
696abf4422cef82d40f8426d,694553e6d56e27176c33daf0,APPROVED,Not Applicable,2026-01-16T22:44:23.671000Z,2026-01-16T22:53:27.339000Z,2026-01-17T03:30:21.228000Z,2026-01-16T22:53:27.716443Z,544.0,CNYPV5QR,147,29,Female,Mixed,United States,United States,United States,English,No,Full-Time
696abf816f8075d4738f3110,66537b0010ca11939058e52b,APPROVED,Not Applicable,2026-01-16T22:45:26.849000Z,2026-01-16T22:55:33.311000Z,2026-01-17T03:30:21.485000Z,2026-01-16T22:55:33.640041Z,607.0,CNYPV5QR,2405,52,Female,White,United States,United States,United States,English,No,Full-Time
696abfb66cdbe474487d1105,677fea44f0780e29406c0f6a,APPROVED,Not Applicable,2026-01-16T22:46:26.859000Z,2026-01-16T23:00:12.259000Z,2026-01-17T03:30:21.775000Z,2026-01-16T23:00:12.610436Z,826.0,CNYPV5QR,3361,45,Female,White,United States,United States,United States,English,No,Other
696abfba4f371bc664c7b6b8,66293a86e40515e886439323,APPROVED,Not Applicable,2026-01-16T22:46:25.077000Z,2026-01-16T22:56:03.609000Z,2026-01-17T03:30:22.038000Z,2026-01-16T22:56:03.964510Z,579.0,CNYPV5QR,3373,47,Female,White,United States,United States,United States,English,No,Full-Time
696abfc89037fe61bb88ad30,6715f06f11bee12130540557,APPROVED,Not Applicable,2026-01-16T22:46:35.346000Z,2026-01-16T22:56:09.139000Z,2026-01-17T03:30:22.296000Z,2026-01-16T22:56:09.525048Z,574.0,CNYPV5QR,1470,40,Male,White,United States,United States,United States,English,No,Full-Time
696ac01c630c68c82d49d9a1,59d1e366faf42e00012b6c1c,APPROVED,Not Applicable,2026-01-16T22:48:02.781000Z,2026-01-16T22:59:30.683000Z,2026-01-17T03:30:22.569000Z,2026-01-16T22:59:31.038018Z,688.0,CNYPV5QR,13707,58,Female,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
696ac02fe4a439efa2671fd7,5ff4ca96b890b17654aaf97c,APPROVED,Not Applicable,2026-01-16T22:48:21.021000Z,2026-01-16T22:58:01.423000Z,2026-01-17T03:30:22.827000Z,2026-01-16T22:58:01.740476Z,581.0,CNYPV5QR,260,42,Female,Black,United States,United States,United States,English,No,Part-Time
696ac03c463c1411cdc9f0c0,66e3740c4bc40251bdd0667a,APPROVED,Not Applicable,2026-01-16T22:48:32.105000Z,2026-01-16T22:59:45.252000Z,2026-01-17T03:30:23.109000Z,2026-01-16T22:59:45.579288Z,674.0,CNYPV5QR,213,33,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
696ac04f82677e9f80ed3f1a,691f52df3b1d1376095b0d0c,APPROVED,Not Applicable,2026-01-16T22:48:51.240000Z,2026-01-16T22:58:13.467000Z,2026-01-17T03:30:23.391000Z,2026-01-16T22:58:13.813354Z,563.0,CNYPV5QR,115,49,Female,White,France,United States,United States,French,No,Other
696ac0d1c74a3fe98f0cc27e,60171c9b1a726593103182b3,APPROVED,Not Applicable,2026-01-16T22:51:03.144000Z,2026-01-16T23:01:24.688000Z,2026-01-17T03:30:23.654000Z,2026-01-16T23:01:25.044985Z,622.0,CNYPV5QR,7581,52,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
696ac0d4aef987622a1af80e,5e2d295390840b3279624b90,APPROVED,Not Applicable,2026-01-16T22:51:04.063000Z,2026-01-16T23:02:30.433000Z,2026-01-17T03:30:23.922000Z,2026-01-16T23:02:30.773078Z,687.0,CNYPV5QR,4759,74,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
696ac0df00d1d6752ebbac29,665a3404692f5710014a3f57,APPROVED,Not Applicable,2026-01-16T22:51:17.212000Z,2026-01-16T23:00:08.664000Z,2026-01-17T03:30:24.171000Z,2026-01-16T23:00:08.995426Z,532.0,CNYPV5QR,941,22,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
696ac0e0efa6d06769ac3fc6,6942cdbe08f75d111bb9713d,APPROVED,Not Applicable,2026-01-16T22:51:16.644000Z,2026-01-16T23:01:15.806000Z,2026-01-17T03:30:24.432000Z,2026-01-16T23:01:16.215046Z,600.0,CNYPV5QR,555,55,Male,White,United States,United States,United States,English,No,Other
696ac127b33aeae2708a21fb,59205f5005b0ce000123c6e6,APPROVED,Not Applicable,2026-01-16T22:52:26.086000Z,2026-01-16T23:05:49.965000Z,2026-01-17T03:30:24.666000Z,2026-01-16T23:05:50.335103Z,804.0,CNYPV5QR,1134,43,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
696ac178ab79500fa9a8e401,5cb128db0d14d3001838eef5,APPROVED,Not Applicable,2026-01-16T22:53:47.960000Z,2026-01-16T23:04:06.146000Z,2026-01-17T03:30:24.909000Z,2026-01-16T23:04:06.514928Z,619.0,CNYPV5QR,9924,54,Female,Asian,United States,United States,United States,Korean,No,Part-Time
696ac18e09366a53dbaeb5d2,5e8a1827052175000938eb91,APPROVED,Not Applicable,2026-01-16T22:54:09.774000Z,2026-01-16T23:00:59.044000Z,2026-01-17T03:30:25.152000Z,2026-01-16T23:00:59.403311Z,410.0,CNYPV5QR,7437,27,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
696ac1e314a0d155c94ef725,6658a148b6c6e88e24cca4e2,APPROVED,Not Applicable,2026-01-16T22:55:35.164000Z,2026-01-16T23:05:06.563000Z,2026-01-17T03:30:25.390000Z,2026-01-16T23:05:06.908482Z,572.0,CNYPV5QR,1273,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
696ac20b62786a3807713ffe,67be4c756ba3a15a47e60356,APPROVED,Not Applicable,2026-01-16T22:56:33.426000Z,2026-01-16T23:08:21.349000Z,2026-01-17T03:30:25.628000Z,2026-01-16T23:08:21.686923Z,708.0,CNYPV5QR,1970,58,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
696ac2c83c51149d4f662667,5da88a6037d42100144928bd,APPROVED,Not Applicable,2026-01-16T22:59:20.619000Z,2026-01-16T23:13:15.652000Z,2026-01-17T03:30:25.956000Z,2026-01-16T23:13:15.981875Z,836.0,CNYPV5QR,9295,49,Male,White,United States,United States,United States,English,No,Full-Time
696ac30f3afb4f11d078756e,65ca7b52b557f4aa965301ef,APPROVED,Not Applicable,2026-01-16T23:03:08.214000Z,2026-01-16T23:11:10.402000Z,2026-01-17T03:30:26.281000Z,2026-01-16T23:11:10.759752Z,483.0,CNYPV5QR,4272,42,Female,Black,United States,United States,United States,English,Yes,Other
696ac3660081090f518d4bdf,6543f753696f612571ac356c,APPROVED,Not Applicable,2026-01-16T23:02:03.923000Z,2026-01-16T23:44:15.068000Z,2026-01-17T03:30:26.548000Z,2026-01-16T23:44:15.411153Z,2532.0,CNYPV5QR,3114,55,Female,White,United States,United States,United States,English,No,Full-Time
696ac3834705591e6315e64f,66aba95407d5b1630abb7bb0,APPROVED,Not Applicable,2026-01-16T23:02:33.420000Z,2026-01-16T23:11:16.655000Z,2026-01-17T03:30:26.816000Z,2026-01-16T23:11:16.999840Z,524.0,CNYPV5QR,1777,34,Male,Black,United States,United States,United States,English,No,Full-Time
696ac41b8ce72682b39fc313,6174b049932ee98236563b51,APPROVED,Not Applicable,2026-01-16T23:05:48.978000Z,2026-01-16T23:21:46.952000Z,2026-01-17T03:30:27.057000Z,2026-01-16T23:21:47.317538Z,958.0,CNYPV5QR,4989,59,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
696ac45574c6af7a2bd73067,672adb2909ca72744f212a7d,APPROVED,Not Applicable,2026-01-16T23:05:57.336000Z,2026-01-16T23:15:39.043000Z,2026-01-17T03:30:27.310000Z,2026-01-16T23:15:39.386747Z,582.0,CNYPV5QR,5287,56,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
696ac464662662a29c0c9d19,6529648ca1ade4b6c9e876f4,APPROVED,Not Applicable,2026-01-16T23:06:17.730000Z,2026-01-16T23:14:25.870000Z,2026-01-17T03:30:27.670000Z,2026-01-16T23:14:26.202831Z,489.0,CNYPV5QR,5441,56,Female,Mixed,United States,United States,United States,English,No,Part-Time
696ac46dc8253a71b26379e0,5b012b19293d310001023590,APPROVED,Not Applicable,2026-01-16T23:06:25.178000Z,2026-01-16T23:18:21.190000Z,2026-01-17T03:30:27.982000Z,2026-01-16T23:18:21.548372Z,717.0,CNYPV5QR,3154,35,Male,White,United States,United States,United States,English,No,Full-Time
696ac47af7eee313340cc1b0,6405feae7d6321bfaaf793e8,APPROVED,Not Applicable,2026-01-16T23:06:39.544000Z,2026-01-16T23:13:00.821000Z,2026-01-17T03:30:28.261000Z,2026-01-16T23:13:01.241683Z,382.0,CNYPV5QR,9972,36,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
696ac4d59417ae641b8a282d,672edcfc36facd5b8d65d53d,APPROVED,Not Applicable,2026-01-16T23:08:13.445000Z,2026-01-16T23:15:39.727000Z,2026-01-17T03:30:28.530000Z,2026-01-16T23:15:40.085476Z,447.0,CNYPV5QR,364,25,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
696ac4db25dc398f8705346a,5c7ea67cdbc25f0016972c1b,APPROVED,Not Applicable,2026-01-16T23:08:38.753000Z,2026-01-16T23:22:48.572000Z,2026-01-17T03:30:28.782000Z,2026-01-16T23:22:48.902710Z,850.0,CNYPV5QR,837,33,Female,White,United States,United States,United States,English,No,Full-Time
696ac4e4c4b81bcb89c03dce,614e5092e08a3a2d3204ffd2,APPROVED,Not Applicable,2026-01-16T23:08:25.560000Z,2026-01-16T23:15:55.181000Z,2026-01-17T03:30:29.027000Z,2026-01-16T23:15:55.531165Z,450.0,CNYPV5QR,2523,25,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
696ac501bd42fa04e1f52eaf,693b107113e251a972ba0527,APPROVED,Not Applicable,2026-01-16T23:08:53.868000Z,2026-01-16T23:16:37.687000Z,2026-01-17T03:30:29.260000Z,2026-01-16T23:16:38.044663Z,464.0,CNYPV5QR,107,32,Female,White,United States,United States,DATA_EXPIRED,English,No,Full-Time
696ac54fc33adb78ee7681b2,653ed34dfa601f3952c72ed4,APPROVED,Not Applicable,2026-01-16T23:10:11.669000Z,2026-01-16T23:25:39.286000Z,2026-01-17T03:30:29.492000Z,2026-01-16T23:25:39.660431Z,928.0,CNYPV5QR,616,25,Female,DATA_EXPIRED,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
696ac5d9b4b9fc5e5293be44,6272ab12b3d9c61d2271db8d,APPROVED,Not Applicable,2026-01-16T23:12:28.033000Z,2026-01-16T23:22:42.127000Z,2026-01-17T03:30:29.735000Z,2026-01-16T23:22:42.473818Z,615.0,CNYPV5QR,4891,43,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
696ac63c22b4fd6264f03c97,5dceeba4144b510411fb4566,APPROVED,Not Applicable,2026-01-16T23:14:08.602000Z,2026-01-16T23:26:46.628000Z,2026-01-17T03:30:29.973000Z,2026-01-16T23:26:46.964332Z,759.0,CNYPV5QR,5032,40,Female,White,United States,United States,United States,English,No,Full-Time
696ac64805e673dab2312b09,61282ca83be28773ac7c421f,APPROVED,Not Applicable,2026-01-16T23:14:24.485000Z,2026-01-16T23:40:39.074000Z,2026-01-17T03:30:30.230000Z,2026-01-16T23:40:39.397806Z,1575.0,CNYPV5QR,5356,45,Female,White,United States,United States,United States,English,No,Full-Time
696ac64990f2123351b9d329,675660c1ce75fb95cfe069c2,APPROVED,Not Applicable,2026-01-16T23:14:20.820000Z,2026-01-16T23:21:32.991000Z,2026-01-17T03:30:30.458000Z,2026-01-16T23:21:33.354611Z,433.0,CNYPV5QR,1735,47,Female,White,United States,United States,United States,English,No,Part-Time
696ac6c14b449a0440e224ad,66f46179fa81f408915abaaa,APPROVED,Not Applicable,2026-01-16T23:16:22.313000Z,2026-01-16T23:23:39.983000Z,2026-01-17T03:30:30.696000Z,2026-01-16T23:23:40.338008Z,438.0,CNYPV5QR,1454,34,Female,White,United States,United States,United States,English,No,Part-Time
696ac7c5441d09579ec5fd6a,671165ce01cd9c2699b90dc1,APPROVED,Not Applicable,2026-01-16T23:21:31.545000Z,2026-01-16T23:34:37.642000Z,2026-01-17T03:30:30.927000Z,2026-01-16T23:34:37.989411Z,787.0,CNYPV5QR,2143,34,Female,White,United States,United States,United States,English,No,Full-Time
696ac94536718aa4e0034386,66c0f464e0ff62798027b486,APPROVED,Not Applicable,2026-01-16T23:27:15.298000Z,2026-01-16T23:39:49.537000Z,2026-01-17T03:30:31.159000Z,2026-01-16T23:39:49.885272Z,755.0,CNYPV5QR,5376,25,Male,Mixed,United States,United States,United States,English,Yes,Part-Time
696ac956a84c5f9d4a931096,66a9843c53827f826e9738ed,APPROVED,Not Applicable,2026-01-16T23:28:31.875000Z,2026-01-16T23:40:15.695000Z,2026-01-17T03:30:31.455000Z,2026-01-16T23:40:16.071605Z,704.0,CNYPV5QR,2883,44,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
696ac98cf332d3cdc71f8457,61517db6a7589569521b2356,APPROVED,Not Applicable,2026-01-16T23:28:12.249000Z,2026-01-16T23:40:17.036000Z,2026-01-17T03:30:31.699000Z,2026-01-16T23:40:17.404490Z,725.0,CNYPV5QR,1451,64,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
696ac9bd80b2654dfd44692d,6750f7eb7c60e2b2c22aeaea,APPROVED,Not Applicable,2026-01-16T23:29:01.405000Z,2026-01-16T23:40:54.309000Z,2026-01-17T03:30:33.281000Z,2026-01-16T23:40:54.670409Z,713.0,CNYPV5QR,1831,33,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
696aca74128b03f0fe499b39,6424c007ad9d5e917aa16a2b,APPROVED,Not Applicable,2026-01-16T23:32:07.721000Z,2026-01-16T23:42:32.793000Z,2026-01-17T03:30:33.581000Z,2026-01-16T23:42:33.150764Z,626.0,CNYPV5QR,1354,42,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
696acb08c147a6f8c9eb49f0,65612a45629022b7c905ef6c,APPROVED,Not Applicable,2026-01-16T23:34:36.201000Z,2026-01-16T23:54:14.258000Z,2026-01-17T03:30:33.838000Z,2026-01-16T23:54:14.606343Z,1179.0,CNYPV5QR,3188,49,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
696acb87c173f512c1787521,675d9d043beb7d0077f15274,APPROVED,Not Applicable,2026-01-16T23:37:17.722000Z,2026-01-16T23:49:24.972000Z,2026-01-17T03:30:34.076000Z,2026-01-16T23:49:25.327083Z,728.0,CNYPV5QR,1220,53,Female,Mixed,United States,United States,United States,English,No,Part-Time
696acc5ec255e954921e50d5,66999b706aa1ff4d31fa559a,APPROVED,Not Applicable,2026-01-16T23:40:18.842000Z,2026-01-16T23:47:22.400000Z,2026-01-17T03:30:34.339000Z,2026-01-16T23:47:22.738305Z,424.0,CNYPV5QR,1202,38,Female,White,United States,United States,United States,English,No,Full-Time
696ace245545219f1d7376b9,66dcb77e1afbc2e7fa393b87,APPROVED,Not Applicable,2026-01-16T23:49:14.875000Z,2026-01-17T00:01:10.135000Z,2026-01-17T03:30:34.584000Z,2026-01-17T00:01:10.507825Z,716.0,CNYPV5QR,4717,46,Male,Mixed,United States,United States,United States,English,No,Full-Time
696ace41866d4fb03116867a,67ba639b05429eebb9d8927f,APPROVED,Not Applicable,2026-01-16T23:48:22.277000Z,2026-01-16T23:55:30.725000Z,2026-01-17T03:30:34.850000Z,2026-01-16T23:55:31.042731Z,429.0,CNYPV5QR,3355,52,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
696ad031e81e746a03d73ccc,662eeeb09572de78ffb440b1,APPROVED,Not Applicable,2026-01-16T23:56:38.639000Z,2026-01-17T00:05:42.140000Z,2026-01-17T03:30:35.099000Z,2026-01-17T00:05:42.491801Z,544.0,CNYPV5QR,4001,50,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
696ad43ee7ca4542239a31bb,5b6d9fa021dca60001d13f02,APPROVED,Not Applicable,2026-01-17T00:13:58.346000Z,2026-01-17T00:22:23.068000Z,2026-01-17T03:30:35.354000Z,2026-01-17T00:22:23.445758Z,505.0,CNYPV5QR,3712,41,Female,White,United States,United States,United States,English,Yes,Full-Time
696ad48cfc27802ac447d167,6680a001ac541835a7e00e4b,APPROVED,Not Applicable,2026-01-17T00:15:14.217000Z,2026-01-17T00:25:09.101000Z,2026-01-17T03:30:35.607000Z,2026-01-17T00:25:09.449254Z,595.0,CNYPV5QR,1913,58,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
696ad4f0871d8d771e38e7ae,66f578343a3ef5afed111fb9,APPROVED,Not Applicable,2026-01-17T00:16:59.519000Z,2026-01-17T00:32:59.729000Z,2026-01-17T03:30:35.856000Z,2026-01-17T00:33:00.087438Z,961.0,CNYPV5QR,4161,47,Female,Black,United States,United States,United States,English,No,Part-Time
696ad72b6d8a7a127311b632,691dfaf764d87fff5030d0ca,APPROVED,Not Applicable,2026-01-17T00:26:23.949000Z,2026-01-17T00:38:37.044000Z,2026-01-17T03:30:36.205000Z,2026-01-17T00:38:37.421182Z,734.0,CNYPV5QR,944,31,Female,White,United States,United States,United States,English,No,Full-Time
696ad93437e5b30fae9a34f6,671877457b87685e1d42f63c,APPROVED,Not Applicable,2026-01-17T00:35:00.465000Z,2026-01-17T00:42:04.182000Z,2026-01-17T03:30:36.634000Z,2026-01-17T00:42:04.536240Z,424.0,CNYPV5QR,1602,45,Female,Black,United States,United States,United States,English,No,Other
696ad9f3cc26745cb88ace3a,5e38e49a8445881060c60eaf,APPROVED,Not Applicable,2026-01-17T00:38:15.620000Z,2026-01-17T00:59:05.481000Z,2026-01-17T03:30:36.882000Z,2026-01-17T00:59:05.814868Z,1250.0,CNYPV5QR,2473,53,Female,White,United States,United States,United States,English,No,Part-Time
696ada3f290b6b3e29995996,5a9dd8b1873cda00010d18c5,APPROVED,Not Applicable,2026-01-17T00:39:33.513000Z,2026-01-17T00:54:04.530000Z,2026-01-17T03:30:37.135000Z,2026-01-17T00:54:04.857751Z,872.0,CNYPV5QR,3142,32,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
696addc05164196640b9f6d0,59c0782e5364260001dc4740,APPROVED,Not Applicable,2026-01-17T00:54:28.979000Z,2026-01-17T01:04:16.398000Z,2026-01-17T03:30:37.442000Z,2026-01-17T01:04:16.765553Z,588.0,CNYPV5QR,8813,62,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
696ae4465a4e4f3244c91439,650b03136ab3d4c832d98b71,APPROVED,Not Applicable,2026-01-17T01:22:18.595000Z,2026-01-17T01:33:29.006000Z,2026-01-17T03:30:37.706000Z,2026-01-17T01:33:29.341542Z,671.0,CNYPV5QR,14352,32,Male,Other,Israel,United States,United States,Hebrew,No,Part-Time
696ae4543fc7bcad295aeabb,69453bd02b59de54f5fd947d,APPROVED,Not Applicable,2026-01-17T01:22:32.963000Z,2026-01-17T01:31:52.197000Z,2026-01-17T03:30:37.956000Z,2026-01-17T01:31:52.690079Z,560.0,CNYPV5QR,447,36,Female,White,United States,United States,United States,English,Yes,Full-Time
